timestamp,heart_rate,steps,body_temp,temperature,humidity,pm25,pm10,respiratory_cases,viral_infections,co2_level,noise_level,risk_level
2024-01-01 00:00:00,0,0,0,25.3,0,48.9,52.98,0,0,0,0,low
2024-01-01 01:00:00,0,0,0,23.5,0,34.66,33.46,0,0,0,0,low
2024-01-01 02:00:00,0,0,0,25.7,0,40.13,44.61,0,0,0,0,low
2024-01-01 03:00:00,0,0,0,25.17,0,49.86,49.28,0,0,0,0,low
2024-01-01 04:00:00,0,0,0,25.37,0,40.27,38.18,0,0,0,0,low
2024-01-01 05:00:00,0,0,0,25.06,0,41.94,42.45,0,0,0,0,low
2024-01-01 06:00:00,0,0,0,27.59,0,42.84,42.13,0,0,0,0,low
2024-01-01 07:00:00,0,0,0,27.14,0,44.14,45.07,0,0,0,0,low
2024-01-01 08:00:00,0,0,0,27.0,0,38.38,38.71,0,0,0,0,low
2024-01-01 09:00:00,0,0,0,28.78,0,44.12,46.94,0,0,0,0,low
2024-01-01 10:00:00,0,0,0,26.85,0,45.61,50.83,0,0,0,0,low
2024-01-01 11:00:00,0,0,0,27.36,0,41.56,42.91,0,0,0,0,low
2024-01-01 12:00:00,0,0,0,28.08,0,43.42,48.43,0,0,0,0,low
2024-01-01 13:00:00,0,0,0,28.18,0,48.18,51.99,0,0,0,0,low
2024-01-01 14:00:00,0,0,0,28.66,0,51.27,56.36,0,0,0,0,low
2024-01-01 15:00:00,0,0,0,28.59,0,52.88,51.8,0,0,0,0,low
2024-01-01 16:00:00,0,0,0,28.04,0,40.4,45.94,0,0,0,0,low
2024-01-01 17:00:00,0,0,0,28.9,0,46.13,51.56,0,0,0,0,low
2024-01-01 18:00:00,0,0,0,28.25,0,36.82,39.22,0,0,0,0,low
2024-01-01 19:00:00,0,0,0,28.79,0,52.15,55.43,0,0,0,0,low
2024-01-01 20:00:00,0,0,0,28.3,0,58.06,63.55,0,0,0,0,low
2024-01-01 21:00:00,0,0,0,29.21,0,53.41,54.29,0,0,0,0,low
2024-01-01 22:00:00,0,0,0,29.17,0,42.22,47.08,0,0,0,0,low
2024-01-01 23:00:00,0,0,0,29.65,0,53.86,57.23,0,0,0,0,low
2024-01-02 00:00:00,0,0,0,29.1,0,55.5,62.36,0,0,0,0,low
2024-01-02 01:00:00,0,0,0,28.77,0,46.76,51.67,0,0,0,0,low
2024-01-02 02:00:00,0,0,0,29.42,0,54.26,56.23,0,0,0,0,low
2024-01-02 03:00:00,0,0,0,27.78,0,44.45,45.27,0,0,0,0,low
2024-01-02 04:00:00,0,0,0,29.84,0,51.69,58.91,0,0,0,0,low
2024-01-02 05:00:00,0,0,0,31.1,0,54.48,57.14,0,0,0,0,low
2024-01-02 06:00:00,0,0,0,28.59,0,42.0,43.66,0,0,0,0,low
2024-01-02 07:00:00,0,0,0,28.53,0,46.65,49.99,0,0,0,0,low
2024-01-02 08:00:00,0,0,0,30.25,0,46.91,51.79,0,0,0,0,low
2024-01-02 09:00:00,0,0,0,30.98,0,54.67,60.2,0,0,0,0,low
2024-01-02 10:00:00,0,0,0,29.78,0,50.52,55.09,0,0,0,0,low
2024-01-02 11:00:00,0,0,0,32.37,0,65.73,68.69,0,0,0,0,low
2024-01-02 12:00:00,0,0,0,29.81,0,55.14,62.08,0,0,0,0,low
