timestamp,heart_rate,steps,body_temp,temperature,humidity,pm25,pm10,respiratory_cases,viral_infections,co2_level,noise_level,risk_level
2024-01-01 00:00:00,0,0,0,26.68,77.13,0,0,0,0,0,0,medium
2024-01-01 01:00:00,0,0,0,26.97,73.32,0,0,0,0,0,0,medium
2024-01-01 02:00:00,0,0,0,26.41,78.26,0,0,0,0,0,0,medium
2024-01-01 03:00:00,0,0,0,25.34,79.54,0,0,0,0,0,0,low
2024-01-01 04:00:00,0,0,0,26.94,77.79,0,0,0,0,0,0,medium
2024-01-01 05:00:00,0,0,0,27.31,76.87,0,0,0,0,0,0,medium
2024-01-01 06:00:00,0,0,0,26.3,75.77,0,0,0,0,0,0,low
2024-01-01 07:00:00,0,0,0,28.56,74.96,0,0,0,0,0,0,medium
2024-01-01 08:00:00,0,0,0,28.47,69.8,0,0,0,0,0,0,medium
2024-01-01 09:00:00,0,0,0,28.22,77.55,0,0,0,0,0,0,medium
2024-01-01 10:00:00,0,0,0,32.57,62.82,0,0,0,0,0,0,high
2024-01-01 11:00:00,0,0,0,28.69,74.6,0,0,0,0,0,0,medium
2024-01-01 12:00:00,0,0,0,30.58,66.66,0,0,0,0,0,0,medium
2024-01-01 13:00:00,0,0,0,29.22,73.22,0,0,0,0,0,0,medium
2024-01-01 14:00:00,0,0,0,29.69,70.84,0,0,0,0,0,0,medium
2024-01-01 15:00:00,0,0,0,29.67,70.77,0,0,0,0,0,0,medium
2024-01-01 16:00:00,0,0,0,30.33,65.99,0,0,0,0,0,0,medium
2024-01-01 17:00:00,0,0,0,30.34,71.07,0,0,0,0,0,0,medium
2024-01-01 18:00:00,0,0,0,33.1,66.35,0,0,0,0,0,0,high
2024-01-01 19:00:00,0,0,0,31.43,68.89,0,0,0,0,0,0,high
2024-01-01 20:00:00,0,0,0,31.94,63.73,0,0,0,0,0,0,high
2024-01-01 21:00:00,0,0,0,32.49,68.98,0,0,0,0,0,0,high
2024-01-01 22:00:00,0,0,0,32.14,63.89,0,0,0,0,0,0,high
2024-01-01 23:00:00,0,0,0,31.09,61.09,0,0,0,0,0,0,medium
2024-01-02 00:00:00,0,0,0,31.79,70.07,0,0,0,0,0,0,high
2024-01-02 01:00:00,0,0,0,32.27,62.3,0,0,0,0,0,0,high
2024-01-02 02:00:00,0,0,0,32.77,66.86,0,0,0,0,0,0,high
2024-01-02 03:00:00,0,0,0,32.45,66.33,0,0,0,0,0,0,high
2024-01-02 04:00:00,0,0,0,31.82,65.22,0,0,0,0,0,0,high
2024-01-02 05:00:00,0,0,0,31.26,62.75,0,0,0,0,0,0,medium
2024-01-02 06:00:00,0,0,0,31.56,64.68,0,0,0,0,0,0,high
2024-01-02 07:00:00,0,0,0,32.03,66.25,0,0,0,0,0,0,high
2024-01-02 08:00:00,0,0,0,30.27,73.46,0,0,0,0,0,0,medium
2024-01-02 09:00:00,0,0,0,31.68,68.26,0,0,0,0,0,0,high
