timestamp,heart_rate,steps,body_temp,temperature,humidity,pm25,pm10,respiratory_cases,viral_infections,co2_level,noise_level,risk_level
2024-01-01 00:00:00,0,0,0,25.6,80.46,0,0,0,0,0,0,low
2024-01-01 01:00:00,0,0,0,24.49,80.61,0,0,0,0,0,0,low
2024-01-01 02:00:00,0,0,0,26.62,77.59,0,0,0,0,0,0,medium
2024-01-01 03:00:00,0,0,0,27.15,78.35,0,0,0,0,0,0,medium
2024-01-01 04:00:00,0,0,0,23.8,79.88,0,0,0,0,0,0,low
2024-01-01 05:00:00,0,0,0,27.16,72.3,0,0,0,0,0,0,medium
2024-01-01 06:00:00,0,0,0,28.89,68.74,0,0,0,0,0,0,medium
2024-01-01 07:00:00,0,0,0,28.74,71.78,0,0,0,0,0,0,medium
2024-01-01 08:00:00,0,0,0,28.85,69.95,0,0,0,0,0,0,medium
2024-01-01 09:00:00,0,0,0,28.36,80.17,0,0,0,0,0,0,medium
2024-01-01 10:00:00,0,0,0,30.48,67.33,0,0,0,0,0,0,medium
2024-01-01 11:00:00,0,0,0,30.47,69.67,0,0,0,0,0,0,medium
2024-01-01 12:00:00,0,0,0,29.52,76.94,0,0,0,0,0,0,medium
2024-01-01 13:00:00,0,0,0,29.85,68.0,0,0,0,0,0,0,medium
2024-01-01 14:00:00,0,0,0,29.13,69.04,0,0,0,0,0,0,medium
2024-01-01 15:00:00,0,0,0,31.02,68.17,0,0,0,0,0,0,medium
2024-01-01 16:00:00,0,0,0,30.84,73.41,0,0,0,0,0,0,high
2024-01-01 17:00:00,0,0,0,30.7,72.41,0,0,0,0,0,0,medium
2024-01-01 18:00:00,0,0,0,31.14,68.78,0,0,0,0,0,0,high
2024-01-01 19:00:00,0,0,0,32.05,67.91,0,0,0,0,0,0,high
2024-01-01 20:00:00,0,0,0,32.01,66.44,0,0,0,0,0,0,high
2024-01-01 21:00:00,0,0,0,33.21,60.43,0,0,0,0,0,0,high
2024-01-01 22:00:00,0,0,0,31.55,65.08,0,0,0,0,0,0,high
2024-01-01 23:00:00,0,0,0,32.27,63.98,0,0,0,0,0,0,high
2024-01-02 00:00:00,0,0,0,31.57,65.04,0,0,0,0,0,0,high
2024-01-02 01:00:00,0,0,0,31.02,64.41,0,0,0,0,0,0,medium
2024-01-02 02:00:00,0,0,0,32.88,61.41,0,0,0,0,0,0,high
2024-01-02 03:00:00,0,0,0,33.34,56.91,0,0,0,0,0,0,high
2024-01-02 04:00:00,0,0,0,32.19,69.5,0,0,0,0,0,0,high
2024-01-02 05:00:00,0,0,0,32.42,64.48,0,0,0,0,0,0,high
2024-01-02 06:00:00,0,0,0,31.74,65.55,0,0,0,0,0,0,high
2024-01-02 07:00:00,0,0,0,31.0,66.08,0,0,0,0,0,0,medium
2024-01-02 08:00:00,0,0,0,31.95,64.68,0,0,0,0,0,0,high
2024-01-02 09:00:00,0,0,0,29.25,67.18,0,0,0,0,0,0,medium
2024-01-02 10:00:00,0,0,0,30.64,72.65,0,0,0,0,0,0,medium
2024-01-02 11:00:00,0,0,0,30.5,73.68,0,0,0,0,0,0,medium
2024-01-02 12:00:00,0,0,0,29.69,69.34,0,0,0,0,0,0,medium
2024-01-02 13:00:00,0,0,0,28.08,72.62,0,0,0,0,0,0,medium
2024-01-02 14:00:00,0,0,0,29.27,77.24,0,0,0,0,0,0,medium
2024-01-02 15:00:00,0,0,0,27.9,74.31,0,0,0,0,0,0,medium
2024-01-02 16:00:00,0,0,0,29.36,75.33,0,0,0,0,0,0,medium
2024-01-02 17:00:00,0,0,0,27.14,76.5,0,0,0,0,0,0,medium
2024-01-02 18:00:00,0,0,0,28.07,81.87,0,0,0,0,0,0,medium
2024-01-02 19:00:00,0,0,0,27.08,74.61,0,0,0,0,0,0,medium
2024-01-02 20:00:00,0,0,0,27.53,72.04,0,0,0,0,0,0,medium
2024-01-02 21:00:00,0,0,0,27.1,76.67,0,0,0,0,0,0,medium
2024-01-02 22:00:00,0,0,0,26.88,80.49,0,0,0,0,0,0,medium
2024-01-02 23:00:00,0,0,0,27.01,76.77,0,0,0,0,0,0,medium
2024-01-03 00:00:00,0,0,0,24.6,84.98,0,0,0,0,0,0,low
2024-01-03 01:00:00,0,0,0,25.86,75.6,0,0,0,0,0,0,low
2024-01-03 02:00:00,0,0,0,25.76,82.98,0,0,0,0,0,0,medium
2024-01-03 03:00:00,0,0,0,24.33,77.65,0,0,0,0,0,0,low
2024-01-03 04:00:00,0,0,0,21.76,88.23,0,0,0,0,0,0,low
2024-01-03 05:00:00,0,0,0,23.8,81.79,0,0,0,0,0,0,low
2024-01-03 06:00:00,0,0,0,24.25,80.63,0,0,0,0,0,0,low
2024-01-03 07:00:00,0,0,0,22.73,85.01,0,0,0,0,0,0,low
2024-01-03 08:00:00,0,0,0,22.97,89.3,0,0,0,0,0,0,low
2024-01-03 09:00:00,0,0,0,22.16,86.36,0,0,0,0,0,0,low
2024-01-03 10:00:00,0,0,0,19.93,89.45,0,0,0,0,0,0,low
2024-01-03 11:00:00,0,0,0,21.88,89.87,0,0,0,0,0,0,low
2024-01-03 12:00:00,0,0,0,21.86,86.09,0,0,0,0,0,0,low
2024-01-03 13:00:00,0,0,0,21.75,84.23,0,0,0,0,0,0,low
2024-01-03 14:00:00,0,0,0,19.51,93.82,0,0,0,0,0,0,low
2024-01-03 15:00:00,0,0,0,19.7,90.37,0,0,0,0,0,0,low
2024-01-03 16:00:00,0,0,0,20.1,85.31,0,0,0,0,0,0,low
2024-01-03 17:00:00,0,0,0,19.54,84.65,0,0,0,0,0,0,low
2024-01-03 18:00:00,0,0,0,21.12,91.51,0,0,0,0,0,0,low
2024-01-03 19:00:00,0,0,0,16.46,95.93,0,0,0,0,0,0,low
2024-01-03 20:00:00,0,0,0,19.56,98.56,0,0,0,0,0,0,low
2024-01-03 21:00:00,0,0,0,20.04,90.39,0,0,0,0,0,0,low
2024-01-03 22:00:00,0,0,0,18.59,89.21,0,0,0,0,0,0,low
2024-01-03 23:00:00,0,0,0,17.6,94.21,0,0,0,0,0,0,low
2024-01-04 00:00:00,0,0,0,17.04,90.62,0,0,0,0,0,0,low
2024-01-04 01:00:00,0,0,0,17.62,93.48,0,0,0,0,0,0,low
2024-01-04 02:00:00,0,0,0,17.3,94.23,0,0,0,0,0,0,low
2024-01-04 03:00:00,0,0,0,17.31,91.86,0,0,0,0,0,0,low
2024-01-04 04:00:00,0,0,0,19.26,91.03,0,0,0,0,0,0,low
2024-01-04 05:00:00,0,0,0,18.89,86.64,0,0,0,0,0,0,low
2024-01-04 06:00:00,0,0,0,18.26,93.67,0,0,0,0,0,0,low
2024-01-04 07:00:00,0,0,0,19.81,94.36,0,0,0,0,0,0,low
2024-01-04 08:00:00,0,0,0,17.63,88.97,0,0,0,0,0,0,low
2024-01-04 09:00:00,0,0,0,17.49,95.77,0,0,0,0,0,0,low
2024-01-04 10:00:00,0,0,0,18.85,93.62,0,0,0,0,0,0,low
2024-01-04 11:00:00,0,0,0,16.36,92.5,0,0,0,0,0,0,low
2024-01-04 12:00:00,0,0,0,20.19,93.57,0,0,0,0,0,0,low
2024-01-04 13:00:00,0,0,0,19.24,90.55,0,0,0,0,0,0,low
2024-01-04 14:00:00,0,0,0,20.98,84.16,0,0,0,0,0,0,low
